sID,Bangla,IPA,Dekhabet,Tokens
18854,খবরটা সত্য না স্যার,kʰɔ.bor.ta ʃot̪.t̪o na sar ,khoborta shotto na sar ,"[18, 9, 4, 8, 4, 16, 11, 1, 0, 21, 4, 11, 11, 4, 0, 15, 1, 0, 10, 1, 16, 0]"
18862,তার পরেও বলছেন – ভুল বলছি,t̪ar pɔ.re.o bol.cʰen bʰul bol.cʰi ,tar poreo bolchhen bhul bolchhi ,"[11, 1, 16, 0, 7, 4, 16, 2, 4, 0, 8, 4, 13, 20, 9, 2, 15, 0, 8, 9, 5, 13, 0, 8, 4, 13, 20, 9, 3, 0]"
18864,শুধু তাকে আনলে হবে না,ʃu.d̪ʰu t̪a.ke an.le hɔ.be na ,shudhu take anle hobe na ,"[21, 5, 17, 9, 5, 0, 11, 1, 18, 2, 0, 1, 15, 13, 2, 0, 9, 4, 8, 2, 0, 15, 1, 0]"
18865,আপনাদের সবাইকে আমাদের সঙ্গে যেতে হবে,ap.na.d̪er ʃɔ.bai.ke a.ma.d̪er ʃɔŋ.ge ɟe.t̪e hɔ.be ,apnader shobaike amader shongge jete hobe ,"[1, 7, 15, 1, 17, 2, 16, 0, 21, 4, 8, 1, 3, 18, 2, 0, 1, 14, 1, 17, 2, 16, 0, 21, 4, 19, 6, 2, 0, 12, 2, 11, 2, 0, 9, 4, 8, 2, 0]"
18867,আপনার সিগারেট নেভা,ap.nar si.ga.ret ne.bʰa ,apnar sigaret nebha ,"[1, 7, 15, 1, 16, 0, 10, 3, 6, 1, 16, 2, 11, 0, 15, 2, 8, 9, 1, 0]"
18868,আপনি নেভা সিগারেট টানছেন,ap.ni ne.bʰa si.ga.ret tan.cʰen ,apni nebha sigaret tanchhen ,"[1, 7, 15, 3, 0, 15, 2, 8, 9, 1, 0, 10, 3, 6, 1, 16, 2, 11, 0, 11, 1, 15, 20, 9, 2, 15, 0]"
18870,"না, সিগারেট খাব না",na si.ga.ret kʰab na ,na sigaret khab na ,"[15, 1, 0, 10, 3, 6, 1, 16, 2, 11, 0, 18, 9, 1, 8, 0, 15, 1, 0]"
18871,আকাশ ফর্সা হতে শুরু করেছে,a.kaʃ pʰɔrʃ.ʃa ho.t̪e ʃu.ru ko.re.cʰe ,akash phorshsha hote shuru korechhe ,"[1, 18, 1, 21, 0, 7, 9, 4, 16, 21, 21, 1, 0, 9, 4, 11, 2, 0, 21, 5, 16, 5, 0, 18, 4, 16, 2, 20, 9, 2, 0]"
18873,রানা কাঁপা পায়ে কামরায় উঠল,ra.na kã.pa pa.je kam.raj utʰ.lo ,rana kapa paee kamrae uthlo ,"[16, 1, 15, 1, 0, 18, 1, 7, 1, 0, 7, 1, 2, 2, 0, 18, 1, 14, 16, 1, 2, 0, 5, 11, 9, 13, 4, 0]"
18874,আনুশকার সঙ্গে কথা বলা দরকার,a.nuʃ.kar ʃɔŋ.ge kɔ.t̪ʰa bɔ.la d̪ɔr.kar ,anushkar shongge kotha bola dorkar ,"[1, 15, 5, 21, 18, 1, 16, 0, 21, 4, 19, 6, 2, 0, 18, 4, 11, 9, 1, 0, 8, 4, 13, 1, 0, 17, 4, 16, 18, 1, 16, 0]"
18875,তারও আগে বাথরুমে যাওয়া দরকার,t̪a.ro a.ge bat̪ʰ.ru.me ɟao.a d̪ɔr.kar ,taro age bathrume jaoa dorkar ,"[11, 1, 16, 4, 0, 1, 6, 2, 0, 8, 1, 11, 9, 16, 5, 14, 2, 0, 12, 1, 4, 1, 0, 17, 4, 16, 18, 1, 16, 0]"
18879,খুব জরুরি কথা আছে,kʰub ɟo.ru.ri kɔ.t̪ʰa a.cʰe ,khub joruri kotha achhe ,"[18, 9, 5, 8, 0, 12, 4, 16, 5, 16, 3, 0, 18, 4, 11, 9, 1, 0, 1, 20, 9, 2, 0]"
18880,এক্সট্রিম ইমার্জেন্সি,eks.trim i.mar.ɟen.si ,ekstrim imarjensi ,"[2, 18, 10, 11, 16, 3, 14, 0, 3, 14, 1, 16, 12, 2, 15, 10, 3, 0]"
18881,নইমাকে এখনো পাওয়া যায়নি,noi.ma.ke æ.kʰo.no pao.a ɟaj.ni ,noimake ekhono paoa jaeni ,"[15, 4, 3, 14, 1, 18, 2, 0, 2, 18, 9, 4, 15, 4, 0, 7, 1, 4, 1, 0, 12, 1, 2, 15, 3, 0]"
18884,সর্বনাশ হয়ে গেছে,ʃɔrb.bo.naʃ ho.je gæ.cʰe ,shorbbonash hoee gechhe ,"[21, 4, 16, 8, 8, 4, 15, 1, 21, 0, 9, 4, 2, 2, 0, 6, 2, 20, 9, 2, 0]"
18885,অল্পতে অস্থির হয়ো না তো রানা,ɔl.po.t̪e ɔs.t̪ʰir hoj.o na t̪o ra.na ,olpote osthir hoeo na to rana ,"[4, 13, 7, 4, 11, 2, 0, 4, 10, 11, 9, 3, 16, 0, 9, 4, 2, 4, 0, 15, 1, 0, 11, 4, 0, 16, 1, 15, 1, 0]"
18887,হাত কাঁপছে কেন,hat̪ kãp.cʰe kæ.no ,hat kapchhe keno ,"[9, 1, 11, 0, 18, 1, 7, 20, 9, 2, 0, 18, 2, 15, 4, 0]"
18891,আনুশকার কোনো ভাবান্তর হলোনা,a.nuʃ.kar ko.no bʰa.ban.t̪ɔr ho.lo.na ,anushkar kono bhabantor holona ,"[1, 15, 5, 21, 18, 1, 16, 0, 18, 4, 15, 4, 0, 8, 9, 1, 8, 1, 15, 11, 4, 16, 0, 9, 4, 13, 4, 15, 1, 0]"
18892,সে সহজ ভঙ্গিতেই এগিয়ে গেল,ʃe ʃɔ.hoɟ bʰoŋ.gi.t̪ei e.gi.je gæ.lo ,she shohoj bhonggitei egiee gelo ,"[21, 2, 0, 21, 4, 9, 4, 12, 0, 8, 9, 4, 19, 6, 3, 11, 2, 3, 0, 2, 6, 3, 2, 2, 0, 6, 2, 13, 4, 0]"
18894,আমার নাম আনুশকা,a.mar nam a.nuʃ.ka ,amar nam anushka ,"[1, 14, 1, 16, 0, 15, 1, 14, 0, 1, 15, 5, 21, 18, 1, 0]"
18895,মিসেস মনিরুজ্জামানকে আমি চিনি না,mi.ses mo.ni.ruɟ.ɟa.man.ke a.mi ci.ni na ,mises monirujjamanke ami chini na ,"[14, 3, 10, 2, 10, 0, 14, 4, 15, 3, 16, 5, 12, 12, 1, 14, 1, 15, 18, 2, 0, 1, 14, 3, 0, 20, 3, 15, 3, 0, 15, 1, 0]"
18896,আপনাদের আমার সঙ্গে থানায় যেতে হবে,ap.na.d̪er a.mar ʃɔŋ.ge t̪ʰa.naj ɟe.t̪e hɔ.be ,apnader amar shongge thanae jete hobe ,"[1, 7, 15, 1, 17, 2, 16, 0, 1, 14, 1, 16, 0, 21, 4, 19, 6, 2, 0, 11, 9, 1, 15, 1, 2, 0, 12, 2, 11, 2, 0, 9, 4, 8, 2, 0]"
18897,কোনো ওয়ারেন্ট আছে,ko.no o.ja.rent a.cʰe ,kono oearent achhe ,"[18, 4, 15, 4, 0, 4, 2, 1, 16, 2, 15, 11, 0, 1, 20, 9, 2, 0]"
18902,আপনার হাতে কি ওয়াকিটকি,ap.nar ha.t̪e ki o.ja.ki.tɔ.ki ,apnar hate ki oeakitoki ,"[1, 7, 15, 1, 16, 0, 9, 1, 11, 2, 0, 18, 3, 0, 4, 2, 1, 18, 3, 11, 4, 18, 3, 0]"
18904,আমার পরিচয় কি আপনি জানেন,a.mar po.ri.cɔj ki ap.ni ɟa.nen ,amar porichoe ki apni janen ,"[1, 14, 1, 16, 0, 7, 4, 16, 3, 20, 4, 2, 0, 18, 3, 0, 1, 7, 15, 3, 0, 12, 1, 15, 2, 15, 0]"
18907,কাজেই আমি অকারণ কথা বলছি না,ka.ɟei a.mi ɔ.ka.ron kɔ.t̪ʰa bol.cʰi na ,kajei ami okaron kotha bolchhi na ,"[18, 1, 12, 2, 3, 0, 1, 14, 3, 0, 4, 18, 1, 16, 4, 15, 0, 18, 4, 11, 9, 1, 0, 8, 4, 13, 20, 9, 3, 0, 15, 1, 0]"
18909,তিমির উপর তিমিঙ্গল,t̪i.mir u.pɔr t̪i.miŋ.gɔl ,timir upor timinggol ,"[11, 3, 14, 3, 16, 0, 5, 7, 4, 16, 0, 11, 3, 14, 3, 19, 6, 4, 13, 0]"
18911,পুলিশ অফিসার হচকচিয়ে গেল,pu.liʃ ɔ.pʰi.sar hɔ.cɔ.ko.ci.je gæ.lo ,pulish ophisar hochokochiee gelo ,"[7, 5, 13, 3, 21, 0, 4, 7, 9, 3, 10, 1, 16, 0, 9, 4, 20, 4, 18, 4, 20, 3, 2, 2, 0, 6, 2, 13, 4, 0]"
18913,এ দেখি আরেক যন্ত্রণায় পড়া গেল,e d̪e.kʰi a.rek ɟɔn.t̪ro.naj pɔ.ɾa gæ.lo ,e dekhi arek jontronae pora gelo ,"[2, 0, 17, 2, 18, 9, 3, 0, 1, 16, 2, 18, 0, 12, 4, 15, 11, 16, 4, 15, 1, 2, 0, 7, 4, 16, 1, 0, 6, 2, 13, 4, 0]"
18915,অবশ্যই পারব,ɔ.boʃ.ʃoi par.bo ,oboshshoi parbo ,"[4, 8, 4, 21, 21, 4, 3, 0, 7, 1, 16, 8, 4, 0]"
18919,নুরুদ্দিন সাহেব আমার ছোট মামা,nu.rud̪.d̪in ʃa.heb a.mar cʰo.to ma.ma ,nuruddin shaheb amar chhoto mama ,"[15, 5, 16, 5, 17, 17, 3, 15, 0, 21, 1, 9, 2, 8, 0, 1, 14, 1, 16, 0, 20, 9, 4, 11, 4, 0, 14, 1, 14, 1, 0]"
18920,"ও, আচ্ছা",o ac.cʰa ,o achchha ,"[4, 0, 1, 20, 20, 9, 1, 0]"
18921,আপনার কি বিশ্বাস হচ্ছে না,ap.nar ki biʃ.ʃaʃ hoc.cʰe na ,apnar ki bishshash hochchhe na ,"[1, 7, 15, 1, 16, 0, 18, 3, 0, 8, 3, 21, 21, 1, 21, 0, 9, 4, 20, 20, 9, 2, 0, 15, 1, 0]"
18922,বিশ্বাস না হবার কী আছে,biʃ.ʃaʃ na hɔ.bar ki a.cʰe ,bishshash na hobar ki achhe ,"[8, 3, 21, 21, 1, 21, 0, 15, 1, 0, 9, 4, 8, 1, 16, 0, 18, 3, 0, 1, 20, 9, 2, 0]"
18923,"মানে আপা, সমস্যাটা হল ...",ma.ne a.pa ʃɔ.moʃ.ʃa.ta hɔl ,mane apa shomoshshata hol ,"[14, 1, 15, 2, 0, 1, 7, 1, 0, 21, 4, 14, 4, 21, 21, 1, 11, 1, 0, 9, 4, 13, 0]"
18924,কোনো সমস্যা হয়নি,ko.no ʃɔ.moʃ.ʃa hɔj.ni ,kono shomoshsha hoeni ,"[18, 4, 15, 4, 0, 21, 4, 14, 4, 21, 21, 1, 0, 9, 4, 2, 15, 3, 0]"
18925,বরং আমাদের একটা সমস্যা হয়েছে,bɔ.roŋ a.ma.d̪er æk.ta ʃɔ.moʃ.ʃa he.je.cʰe ,borong amader ekta shomoshsha heeechhe ,"[8, 4, 16, 4, 19, 0, 1, 14, 1, 17, 2, 16, 0, 2, 18, 11, 1, 0, 21, 4, 14, 4, 21, 21, 1, 0, 9, 2, 2, 2, 20, 9, 2, 0]"
18926,আমাদের এক বান্ধবী – নইমা তার নাম,a.ma.d̪er æk ban.d̪ʰo.bi noi.ma t̪ar nam ,amader ek bandhobi noima tar nam ,"[1, 14, 1, 17, 2, 16, 0, 2, 18, 0, 8, 1, 15, 17, 9, 4, 8, 3, 0, 15, 4, 3, 14, 1, 0, 11, 1, 16, 0, 15, 1, 14, 0]"
18927,নইমাকে পাচ্ছি না,noi.ma.ke pac.cʰi na ,noimake pachchhi na ,"[15, 4, 3, 14, 1, 18, 2, 0, 7, 1, 20, 20, 9, 3, 0, 15, 1, 0]"
18928,প্ল্যাটফর্মেই আছে,plæt.pʰɔr.mei a.cʰe ,pletphormei achhe ,"[7, 13, 2, 11, 7, 9, 4, 16, 14, 2, 3, 0, 1, 20, 9, 2, 0]"
18929,ওকে দয়া করে একটু খুঁজে বের করে দিন,o.ke d̪ɔj.a ko.re ek.tu kʰũ.ɟe ber ko.re d̪in ,oke doea kore ektu khuje ber kore din ,"[4, 18, 2, 0, 17, 4, 2, 1, 0, 18, 4, 16, 2, 0, 2, 18, 11, 5, 0, 18, 9, 5, 12, 2, 0, 8, 2, 16, 0, 18, 4, 16, 2, 0, 17, 3, 15, 0]"
18932,চা খাবার ব্যবস্থা করতে হবে,ca kʰa.bar bæ.bos.t̪ʰa kor.t̪e hɔ.be ,cha khabar bebostha korte hobe ,"[20, 1, 0, 18, 9, 1, 8, 1, 16, 0, 8, 2, 8, 4, 10, 11, 9, 1, 0, 18, 4, 16, 11, 2, 0, 9, 4, 8, 2, 0]"
18935,"আনুশকা বলল, আরে দূর",a.nuʃ.ka bol.lo a.re d̪ur ,anushka bollo are dur ,"[1, 15, 5, 21, 18, 1, 0, 8, 4, 13, 13, 4, 0, 1, 16, 2, 0, 17, 5, 16, 0]"
18936,পুলিশে আমার কোনো আত্মীয়স্বজন নেই,pu.li.ʃe a.mar ko.no at̪.t̪ĩ.o.ʃɔ.ɟon nei ,pulishe amar kono attioshojon nei ,"[7, 5, 13, 3, 21, 2, 0, 1, 14, 1, 16, 0, 18, 4, 15, 4, 0, 1, 11, 11, 3, 4, 21, 4, 12, 4, 15, 0, 15, 2, 3, 0]"
18938,এরা খোঁজখবর করবে,e.ra kʰõɟ.kʰɔ.bor kor.be ,era khojkhobor korbe ,"[2, 16, 1, 0, 18, 9, 4, 12, 18, 9, 4, 8, 4, 16, 0, 18, 4, 16, 8, 2, 0]"
18939,এই ফাঁকে আমরা কেটে পড়ব,ei pʰã.ke am.ra ke.te poɾ.bo ,ei phake amra kete porbo ,"[2, 3, 0, 7, 9, 1, 18, 2, 0, 1, 14, 16, 1, 0, 18, 2, 11, 2, 0, 7, 4, 16, 8, 4, 0]"
18940,আমার কিন্তু মোটেই ভালো লাগছে না,a.mar kin.t̪u mo.tei bʰa.lo lag.cʰe na ,amar kintu motei bhalo lagchhe na ,"[1, 14, 1, 16, 0, 18, 3, 15, 11, 5, 0, 14, 4, 11, 2, 3, 0, 8, 9, 1, 13, 4, 0, 13, 1, 6, 20, 9, 2, 0, 15, 1, 0]"
18942,অ্যাডভেঞ্চার-অ্যাডভেঞ্চার ভাব হচ্ছে,æd.bʰen.car æd.bʰen.car bʰab hoc.cʰe ,edbhenchar edbhenchar bhab hochchhe ,"[2, 17, 8, 9, 2, 15, 20, 1, 16, 0, 2, 17, 8, 9, 2, 15, 20, 1, 16, 0, 8, 9, 1, 8, 0, 9, 4, 20, 20, 9, 2, 0]"
18943,আনুশকা খিলখিল করে হেসে ফেলল,a.nuʃ.ka kʰil.kʰil ko.re he.ʃe pʰel.lo ,anushka khilkhil kore heshe phello ,"[1, 15, 5, 21, 18, 1, 0, 18, 9, 3, 13, 18, 9, 3, 13, 0, 18, 4, 16, 2, 0, 9, 2, 21, 2, 0, 7, 9, 2, 13, 13, 4, 0]"
18946,তুমি বড় বিরক্ত করছ রানা,t̪u.mi bɔ.ɾo bi.rɔk.t̪o kor.cʰo ra.na ,tumi boro birokto korchho rana ,"[11, 5, 14, 3, 0, 8, 4, 16, 4, 0, 8, 3, 16, 4, 18, 11, 4, 0, 18, 4, 16, 20, 9, 4, 0, 16, 1, 15, 1, 0]"
18947,পুলিশের চেয়েও বেশি বিরক্ত করছ,pu.li.ʃer ce.jeo be.ʃi bi.rɔk.t̪o kor.cʰo ,pulisher cheeeo beshi birokto korchho ,"[7, 5, 13, 3, 21, 2, 16, 0, 20, 2, 2, 2, 4, 0, 8, 2, 21, 3, 0, 8, 3, 16, 4, 18, 11, 4, 0, 18, 4, 16, 20, 9, 4, 0]"
18948,শান্ত হও – শান্ত,ʃan.t̪o hɔo ʃan.t̪o ,shanto hoo shanto ,"[21, 1, 15, 11, 4, 0, 9, 4, 4, 0, 21, 1, 15, 11, 4, 0]"
18949,শান্ত হব,ʃan.t̪o hɔ.bo ,shanto hobo ,"[21, 1, 15, 11, 4, 0, 9, 4, 8, 4, 0]"
18950,আনুশকা আবারো শব্দ করে হাসল,a.nuʃ.ka a.ba.ro ʃɔb.d̪o ko.re haʃ.lo ,anushka abaro shobdo kore hashlo ,"[1, 15, 5, 21, 18, 1, 0, 1, 8, 1, 16, 4, 0, 21, 4, 8, 17, 4, 0, 18, 4, 16, 2, 0, 9, 1, 21, 13, 4, 0]"
18951,রানা চাপা নি:শ্বাস ফেলল,ra.na ca.pa niʃ.ʃaʃ pʰel.lo ,rana chapa nishshash phello ,"[16, 1, 15, 1, 0, 20, 1, 7, 1, 0, 15, 3, 21, 21, 1, 21, 0, 7, 9, 2, 13, 13, 4, 0]"
18954,টেলিফোন ধরার আগে তিনি ঘড়ি দেখলেন,te.li.pʰon d̪ʰɔ.rar a.ge t̪i.ni gʰo.ɾi d̪ækʰ.len ,teliphon dhorar age tini ghori dekhlen ,"[11, 2, 13, 3, 7, 9, 4, 15, 0, 17, 9, 4, 16, 1, 16, 0, 1, 6, 2, 0, 11, 3, 15, 3, 0, 6, 9, 4, 16, 3, 0, 17, 2, 18, 9, 13, 2, 15, 0]"
18955,ভোর ৬টা ৪০ মিনিট,bʰor cʰɔj ta col.liʃ ta ,bhor chhoe ta chollish ta ,"[8, 9, 4, 16, 0, 20, 9, 4, 2, 0, 11, 1, 0, 20, 4, 13, 13, 3, 21, 0, 11, 1, 0]"
18956,এত ভোরে টেলিফোন,æ.t̪o bʰo.re te.li.pʰon ,eto bhore teliphon ,"[2, 11, 4, 0, 8, 9, 4, 16, 2, 0, 11, 2, 13, 3, 7, 9, 4, 15, 0]"
18957,কোনো কি সমস্যা হয়েছে,ko.no ki ʃɔ.moʃ.ʃa he.je.cʰe ,kono ki shomoshsha heeechhe ,"[18, 4, 15, 4, 0, 18, 3, 0, 21, 4, 14, 4, 21, 21, 1, 0, 9, 2, 2, 2, 20, 9, 2, 0]"
18958,তিনি টেলিফোন ধরলেন,t̪i.ni te.li.pʰon d̪ʰor.len ,tini teliphon dhorlen ,"[11, 3, 15, 3, 0, 11, 2, 13, 3, 7, 9, 4, 15, 0, 17, 9, 4, 16, 13, 2, 15, 0]"
18959,"স্যার, আমি সুলেমান",sar a.mi su.le.man ,sar ami suleman ,"[10, 1, 16, 0, 1, 14, 3, 0, 10, 5, 13, 2, 14, 1, 15, 0]"
18960,ভাল আছ সুলেমান,bʰa.lo ac.cʰo su.le.man ,bhalo achchho suleman ,"[8, 9, 1, 13, 4, 0, 1, 20, 20, 9, 4, 0, 10, 5, 13, 2, 14, 1, 15, 0]"
18962,বলো কী বলবে,bɔ.lo ki bol.be ,bolo ki bolbe ,"[8, 4, 13, 4, 0, 18, 3, 0, 8, 4, 13, 8, 2, 0]"
18963,ছোট সাহেবের বিষয়ে কথা বলব,cʰo.to ʃa.he.ber bi.ʃɔ.je kɔ.t̪ʰa bol.bo ,chhoto shaheber bishoee kotha bolbo ,"[20, 9, 4, 11, 4, 0, 21, 1, 9, 2, 8, 2, 16, 0, 8, 3, 21, 4, 2, 2, 0, 18, 4, 11, 9, 1, 0, 8, 4, 13, 8, 4, 0]"
18964,"বলো, আমি শুনছি",bɔ.lo a.mi ʃu.ne.cʰi ,bolo ami shunechhi ,"[8, 4, 13, 4, 0, 1, 14, 3, 0, 21, 5, 15, 2, 20, 9, 3, 0]"
18965,ওনারা স্যার চিটাগাং পৌঁছেছেন,o.na.ra sar ci.ta.gaŋ põu.cʰe.cʰen ,onara sar chitagang pouchhechhen ,"[4, 15, 1, 16, 1, 0, 10, 1, 16, 0, 20, 3, 11, 1, 6, 1, 19, 0, 7, 4, 5, 20, 9, 2, 20, 9, 2, 15, 0]"
18968,এ ছাড়া কোনো খবর আছে,e cʰa.ɾa ko.no kʰɔ.bor a.cʰe ,e chhara kono khobor achhe ,"[2, 0, 20, 9, 1, 16, 1, 0, 18, 4, 15, 4, 0, 18, 9, 4, 8, 4, 16, 0, 1, 20, 9, 2, 0]"
18969,একটু সমস্যা হচ্ছে স্যার,ek.tu ʃɔ.moʃ.ʃa hoc.cʰe sar ,ektu shomoshsha hochchhe sar ,"[2, 18, 11, 5, 0, 21, 4, 14, 4, 21, 21, 1, 0, 9, 4, 20, 20, 9, 2, 0, 10, 1, 16, 0]"
18972,পুলিশ ঝামেলা করছে,pu.liʃ ɟʰa.me.la kor.cʰe ,pulish jhamela korchhe ,"[7, 5, 13, 3, 21, 0, 12, 9, 1, 14, 2, 13, 1, 0, 18, 4, 16, 20, 9, 2, 0]"
18975,উনার কানেকশন ভাল,u.nar ka.nek.ʃɔn bʰa.lo ,unar kanekshon bhalo ,"[5, 15, 1, 16, 0, 18, 1, 15, 2, 18, 21, 4, 15, 0, 8, 9, 1, 13, 4, 0]"
18976,উপরের লেভেল থেকে চাপ আসছে,u.pɔ.rer le.bʰel t̪ʰe.ke cap aʃ.cʰe ,uporer lebhel theke chap ashchhe ,"[5, 7, 4, 16, 2, 16, 0, 13, 2, 8, 9, 2, 13, 0, 11, 9, 2, 18, 2, 0, 20, 1, 7, 0, 1, 21, 20, 9, 2, 0]"
18978,"জ্বি না স্যার, আর কিছু না",ɟi na sar ar ki.cʰu na ,ji na sar ar kichhu na ,"[12, 3, 0, 15, 1, 0, 10, 1, 16, 0, 1, 16, 0, 18, 3, 20, 9, 5, 0, 15, 1, 0]"
18979,ওদের কি থানায় নিয়ে গেছে,o.d̪er ki t̪ʰa.naj ni.je gæ.cʰe ,oder ki thanae niee gechhe ,"[4, 17, 2, 16, 0, 18, 3, 0, 11, 9, 1, 15, 1, 2, 0, 15, 3, 2, 2, 0, 6, 2, 20, 9, 2, 0]"
18981,শুভ্র কেমন আছে,ʃub.bʰro kæ.mon a.cʰe ,shubbhro kemon achhe ,"[21, 5, 8, 8, 9, 16, 4, 0, 18, 2, 14, 4, 15, 0, 1, 20, 9, 2, 0]"
18982,"জ্বি, ভাল আছেন",ɟi bʰa.lo a.cʰen ,ji bhalo achhen ,"[12, 3, 0, 8, 9, 1, 13, 4, 0, 1, 20, 9, 2, 15, 0]"
18983,ও এই ঘটনায় নার্ভাস হয়নি,o ei gʰɔ.to.naj nar.bʰas hɔj.ni ,o ei ghotonae narbhas hoeni ,"[4, 0, 2, 3, 0, 6, 9, 4, 11, 4, 15, 1, 2, 0, 15, 1, 16, 8, 9, 1, 10, 0, 9, 4, 2, 15, 3, 0]"
18984,উনি এইসব ব্যাপারে এখনো কিছু জানেন না,u.ni ei.ʃɔb bæ.pa.re æ.kʰo.no ki.cʰu ɟa.nen na ,uni eishob bepare ekhono kichhu janen na ,"[5, 15, 3, 0, 2, 3, 21, 4, 8, 0, 8, 2, 7, 1, 16, 2, 0, 2, 18, 9, 4, 15, 4, 0, 18, 3, 20, 9, 5, 0, 12, 1, 15, 2, 15, 0, 15, 1, 0]"
18985,ওর চোখে কি চশমা দেখেছ,or co.kʰe ki cɔʃ.ma d̪e.kʰe.cʰo ,or chokhe ki choshma dekhechho ,"[4, 16, 0, 20, 4, 18, 9, 2, 0, 18, 3, 0, 20, 4, 21, 14, 1, 0, 17, 2, 18, 9, 2, 20, 9, 4, 0]"
18989,আমাকে কিছু করতে বলছেন স্যার,a.ma.ke ki.cʰu kor.t̪e bol.cʰen sar ,amake kichhu korte bolchhen sar ,"[1, 14, 1, 18, 2, 0, 18, 3, 20, 9, 5, 0, 18, 4, 16, 11, 2, 0, 8, 4, 13, 20, 9, 2, 15, 0, 10, 1, 16, 0]"
18990,"না, কিছু করতে বলছি না",na ki.cʰu kor.t̪e bol.cʰi na ,na kichhu korte bolchhi na ,"[15, 1, 0, 18, 3, 20, 9, 5, 0, 18, 4, 16, 11, 2, 0, 8, 4, 13, 20, 9, 3, 0, 15, 1, 0]"
18991,তুমি শুধু লক্ষ্য রাখো,t̪u.mi ʃu.d̪ʰu lok.kʰo ra.kʰo ,tumi shudhu lokkho rakho ,"[11, 5, 14, 3, 0, 21, 5, 17, 9, 5, 0, 13, 4, 18, 18, 9, 4, 0, 16, 1, 18, 9, 4, 0]"
18992,জ্বি আচ্ছা স্যার,ɟi ac.cʰa sar ,ji achchha sar ,"[12, 3, 0, 1, 20, 20, 9, 1, 0, 10, 1, 16, 0]"
18993,টেলিফোন তা হলে রাখি,te.li.pʰon t̪a ho.le ra.kʰi ,teliphon ta hole rakhi ,"[11, 2, 13, 3, 7, 9, 4, 15, 0, 11, 1, 0, 9, 4, 13, 2, 0, 16, 1, 18, 9, 3, 0]"
18996,ভেঙে ভেঙে কেন বলছ,bʰe.ŋe bʰe.ŋe kæ.no bol.cʰo ,bhenge bhenge keno bolchho ,"[8, 9, 2, 19, 2, 0, 8, 9, 2, 19, 2, 0, 18, 2, 15, 4, 0, 8, 4, 13, 20, 9, 4, 0]"
18998,শুভ্র কী করেছে,ʃub.bʰro ki ko.re.cʰe ,shubbhro ki korechhe ,"[21, 5, 8, 8, 9, 16, 4, 0, 18, 3, 0, 18, 4, 16, 2, 20, 9, 2, 0]"
18999,উনি কিছু করেননি,u.ni ki.cʰu kɔ.ren.ni ,uni kichhu korenni ,"[5, 15, 3, 0, 18, 3, 20, 9, 5, 0, 18, 4, 16, 2, 15, 15, 3, 0]"
19002,কী বললে,ki bol.le ,ki bolle ,"[18, 3, 0, 8, 4, 13, 13, 2, 0]"
19003,শুভ্র তার গায়ে থুথু দিয়েছে,ʃub.bʰro t̪ar ga.je t̪ʰu.t̪ʰu d̪i.je.cʰe ,shubbhro tar gaee thuthu dieechhe ,"[21, 5, 8, 8, 9, 16, 4, 0, 11, 1, 16, 0, 6, 1, 2, 2, 0, 11, 9, 5, 11, 9, 5, 0, 17, 3, 2, 2, 20, 9, 2, 0]"
19006,সত্যি দিয়েছে,ʃot̪.t̪i d̪i.je.cʰe ,shotti dieechhe ,"[21, 4, 11, 11, 3, 0, 17, 3, 2, 2, 20, 9, 2, 0]"
19007,"জ্বি স্যার, সত্যি",ɟi sar ʃot̪.t̪i ,ji sar shotti ,"[12, 3, 0, 10, 1, 16, 0, 21, 4, 11, 11, 3, 0]"
19008,কেন থুথু দিল,kæ.no t̪ʰu.t̪ʰu d̪il ,keno thuthu dil ,"[18, 2, 15, 4, 0, 11, 9, 5, 11, 9, 5, 0, 17, 3, 13, 0]"
19009,চা চেয়েছিলেন,ca ce.je.cʰi.len ,cha cheeechhilen ,"[20, 1, 0, 20, 2, 2, 2, 20, 9, 3, 13, 2, 15, 0]"
19015,"আচ্ছা, ঠিক আছে",ac.cʰa tʰik a.cʰe ,achchha thik achhe ,"[1, 20, 20, 9, 1, 0, 11, 9, 3, 18, 0, 1, 20, 9, 2, 0]"
19016,ইয়াজুদ্দিন সাহেব টেলিফোন রাখলেন,i.ja.ɟud̪.d̪in ʃa.heb te.li.pʰon rakʰ.len ,ieajuddin shaheb teliphon rakhlen ,"[3, 2, 1, 12, 5, 17, 17, 3, 15, 0, 21, 1, 9, 2, 8, 0, 11, 2, 13, 3, 7, 9, 4, 15, 0, 16, 1, 18, 9, 13, 2, 15, 0]"
19017,রাহেলার ঘুম ভেঙে গেছে,ra.he.lar gʰum bʰe.ŋe gæ.cʰe ,rahelar ghum bhenge gechhe ,"[16, 1, 9, 2, 13, 1, 16, 0, 6, 9, 5, 14, 0, 8, 9, 2, 19, 2, 0, 6, 2, 20, 9, 2, 0]"
19021,সুলেমান টেলিফোন করেছিল,su.le.man te.li.pʰon ko.re.cʰi.lo ,suleman teliphon korechhilo ,"[10, 5, 13, 2, 14, 1, 15, 0, 11, 2, 13, 3, 7, 9, 4, 15, 0, 18, 4, 16, 2, 20, 9, 3, 13, 4, 0]"
