Bangla,IPA,CMUBETs
"মাত্র এক লাখ""",mat̪.t̪ro æk lakʰ ,M AA T T R OW SIL AE K SIL L AA K
"শ্রাবণী বলল, আমি দশ লাখ দিতাম""",sra.bo.ni bol.lo a.mi d̪ɔʃ lakʰ d̪i.t̪am ,S R AA B OW N IH SIL B OW L L OW SIL AA M IH SIL D AO SH SIL L AA K SIL D IH T AA M
"জয়ন্ত বলল, কল্পনাতেই যখন দিবি বেশি করে দে",ɟɔj.on.t̪o bol.lo kɔl.po.na.t̪ei ɟɔ.kʰon d̪i.bi be.ʃi ko.re d̪e ,JH AO Y OW N T OW SIL B OW L L OW SIL K AO L P OW N AA T EY IH SIL JH AO K OW N SIL D IH B IH SIL B EY SH IH SIL K OW R EY SIL D EY
"টাকায় না দিয়ে ডলারে দে""",ta.kaj na d̪i.e dɔ.la.re d̪e ,T AA K AA Y SIL N AA SIL D IH EY SIL D AO L AA R EY SIL D EY
"ঠিক আছে তাই সই, এক মিলিয়ন ডলার দিতাম""",tʰik a.cʰe t̪ai ʃoi æk mi.li.jɔn dɔ.lar d̪i.t̪am ,T IH K SIL AA EY SIL T AA IH SIL SH OW IH SIL AE K SIL M IH L IH Y AO N SIL D AO L AA R SIL D IH T AA M
"তোরা এমনভাবে কথা বলছিস যেন সবাই এক একজন বিল গেটস""",t̪o.ra æ.mon.bʰa.be kɔ.t̪ʰa bol.cʰiʃ ɟe.no ʃɔ.bai æk æk.ɟɔn bil gets ,T OW R AA SIL AE M OW N B AA B EY SIL K AO T AA SIL B OW L IH SH SIL JH EY N OW SIL SH AO B AA IH SIL AE K SIL AE K JH AO N SIL B IH L SIL EY T S
"ভৈরবের ফেরিতে ছোট ছোট বাচ্চারা পানি বিক্রি করে, এক গ্লাস পানি এক টাকা",bʰoi.rɔ.ber pʰe.ri.t̪e cʰo.to cʰo.to bac.ca.ra pa.ni bik.kri ko.re æk glas pa.ni æk ta.ka ,B OW IH R AO B EY R SIL P EY R IH T EY SIL OW T OW SIL OW T OW SIL B AA AA R AA SIL P AA N IH SIL B IH K K R IH SIL K OW R EY SIL AE K SIL L AA S SIL P AA N IH SIL AE K SIL T AA K AA
"এখন মনে হচ্ছে বিল গেটস না হয়ে ঐ পানিওয়ালা বাচ্চা হলেই ভালো হত - ঢক ঢক করে পুরো কলসি পানি খেয়ে ফেলতাম""",æ.kʰon mo.ne hoc.cʰe bil gets na ho.je oi pa.ni.o.ja.la bac.ca ho.lei bʰa.lo hɔ.t̪o dʰɔk dʰɔk ko.re pu.ro kol.ʃi pa.ni kʰe.je pʰel.t̪am ,AE K OW N SIL M OW N EY SIL HH OW EY SIL B IH L SIL EY T S SIL N AA SIL HH OW Y EY SIL OW IH SIL P AA N IH OW Y AA L AA SIL B AA AA SIL HH OW L EY IH SIL B AA L OW SIL HH AO T OW SIL D AO K SIL D AO K SIL K OW R EY SIL P UW R OW SIL K OW L SH IH SIL P AA N IH SIL K EY Y EY SIL P EY L T AA M
"জয়ন্ত হঠাৎ উঠে দাঁড়াল, বলল, হ্যাঁ এভাবে আর থাকা যাচ্ছে না, আয় বের হই""",ɟɔj.on.t̪o hɔ.tʰat̪ u.tʰe d̪ã.ɾa.lo bol.lo hã e.bʰa.be ar t̪ʰa.ka ɟac.cʰe na aj ber hoi ,JH AO Y OW N T OW SIL HH AO T AA T SIL UW T EY SIL D AA DX AA L OW SIL B OW L L OW SIL HH AA SIL EY B AA B EY SIL AA R SIL T AA K AA SIL JH AA EY SIL N AA SIL AA Y SIL B EY R SIL HH OW IH
"বের হব""",ber hɔ.bo ,B EY R SIL HH AO B OW
"শ্রাবণী তীক্ষ্ণদৃষ্টিতে জয়ন্তের দিকে তাকাল, তুই সিরিয়াস""",sra.bo.ni t̪ikʰ.no.d̪riʃ.ti.t̪e ɟɔ.jon.t̪er d̪i.ke t̪a.ka.lo t̪ui si.ri.jas ,S R AA B OW N IH SIL T IH K N OW D R IH SH T IH T EY SIL JH AO Y OW N T EY R SIL D IH K EY SIL T AA K AA L OW SIL T UW IH SIL S IH R IH Y AA S
হ্যাঁ,hã ,HH AA
যদি আক্রমন করতে চায় বলব সুসু সুসু ... ”,ɟo.d̪i ak.kro.mon kor.t̪e caj bol.bo ʃu.ʃu ʃu.ʃu ,JH OW D IH SIL AA K K R OW M OW N SIL K OW R T EY SIL AA Y SIL B OW L B OW SIL SH UW SH UW SIL SH UW SH UW
"তারপরও যদি আক্রমন করে""",t̪ar.pɔr.o ɟo.d̪i ak.kro.mon ko.re ,T AA R P AO R OW SIL JH OW D IH SIL AA K K R OW M OW N SIL K OW R EY
তাহলে কিছু করার নেই,t̪a.ho.le ki.cʰu kɔ.rar nei ,T AA HH OW L EY SIL K IH UW SIL K AO R AA R SIL N EY IH
"বন্দুক দিয়ে গুলি করে, কিরিচ দিয়ে কুপিয়ে, আগুন ধরিয়ে কোনোভাবে পালিয়ে যাবার চেষ্টা করব""",bon.d̪uk d̪i.e gu.li ko.re ki.ric d̪i.e ku.pi.je a.gun d̪ʰo.ri.je ko.no.bʰa.be pa.li.je ɟa.bar ceʃ.ta kor.bo ,B OW N D UW K SIL D IH EY SIL UW L IH SIL K OW R EY SIL K IH R IH SIL D IH EY SIL K UW P IH Y EY SIL AA UW N SIL D OW R IH Y EY SIL K OW N OW B AA B EY SIL P AA L IH Y EY SIL JH AA B AA R SIL EY SH T AA SIL K OW R B OW
"শ্রাবণী দুর্বলভাবে হেসে বলল, একেকজনের কী দশা হয়েছে দেখেছিস""",sra.bo.ni d̪ur.bɔl.bʰa.be he.ʃe bol.lo æ.kek.ɟo.ner ki d̪ɔ.ʃa he.je.cʰe d̪e.kʰe.cʰiʃ ,S R AA B OW N IH SIL D UW R B AO L B AA B EY SIL HH EY SH EY SIL B OW L L OW SIL AE K EY K JH OW N EY R SIL K IH SIL D AO SH AA SIL HH EY Y EY EY SIL D EY K EY IH SH
যখন এনার্জি পাবি না তখনই চিন্তা করবি ট্রলার পর্যন্ত পৌঁছলেই বোতল ভরা ঠাণ্ডা পানি,ɟɔ.kʰon e.nar.ɟi pa.bi na t̪ɔ.kʰo.noi cin.t̪a kor.bi trɔ.lar pɔrɟ.ɟon.t̪o põu.cʰo.lei bo.t̪ol bʰɔ.ra tʰan.da pa.ni ,JH AO K OW N SIL EY N AA R JH IH SIL P AA B IH SIL N AA SIL T AO K OW N OW IH SIL IH N T AA SIL K OW R B IH SIL T R AO L AA R SIL P AO R JH JH OW N T OW SIL P OW UW OW L EY IH SIL B OW T OW L SIL B AO R AA SIL T AA N D AA SIL P AA N IH
"সাথে সাথে শরীরে এড্রনালিনের ফ্লো শুরু হয়ে যাবে""",ʃa.t̪ʰe ʃa.t̪ʰe ʃo.ri.re ed.dro.na.li.ner pʰlo ʃu.ru ho.je ɟa.be ,SH AA T EY SIL SH AA T EY SIL SH OW R IH R EY SIL EY D D R OW N AA L IH N EY R SIL P L OW SIL SH UW R UW SIL HH OW Y EY SIL JH AA B EY
"নিয়াজ বলল, সমস্যা শুধু জব্বার মিয়াকে নিয়ে""",ni.jaɟ bol.lo ʃɔ.moʃ.ʃa ʃu.d̪ʰu ɟɔb.bar mi.ja.ke ni.je ,N IH Y AA JH SIL B OW L L OW SIL SH AO M OW SH SH AA SIL SH UW D UW SIL JH AO B B AA R SIL M IH Y AA K EY SIL N IH Y EY
"জব্বার মিয়া সাথে সাথে চোখ খুলে বলল, আমাকে নিয়ে চিন্তা করবেন না",ɟɔb.bar mi.a ʃa.t̪ʰe ʃa.t̪ʰe cokʰ kʰu.le bol.lo a.ma.ke ni.je cin.t̪a kor.ben na ,JH AO B B AA R SIL M IH AA SIL SH AA T EY SIL SH AA T EY SIL OW K SIL K UW L EY SIL B OW L L OW SIL AA M AA K EY SIL N IH Y EY SIL IH N T AA SIL K OW R B EY N SIL N AA
"আপনারা যদি পারেন, আমিও পারব""",ap.na.ra ɟo.d̪i pa.ren a.mi.o par.bo ,AA P N AA R AA SIL JH OW D IH SIL P AA R EY N SIL AA M IH OW SIL P AA R B OW
"ঠিক আছে, তবে রওনা দিই",tʰik a.cʰe t̪ɔ.be rɔo.na d̪i.i ,T IH K SIL AA EY SIL T AO B EY SIL R AO OW N AA SIL D IH IH
"ওঠো সবাই""",o.tʰo ʃɔ.bai ,OW T OW SIL SH AO B AA IH
জব্বার মিয়া খুব ধীরে ধীরে বসল,ɟɔb.bar mi.a kʰub d̪ʰi.re d̪ʰi.re boʃ.lo ,JH AO B B AA R SIL M IH AA SIL K UW B SIL D IH R EY SIL D IH R EY SIL B OW SH L OW
তারপর জয়ন্তের হাত ধরে সাবধানে উঠে দাঁড়াল,t̪ar.pɔr ɟɔ.jon.t̪er hat̪ d̪ʰɔ.re ʃab.d̪ʰa.ne u.tʰe d̪ã.ɾa.lo ,T AA R P AO R SIL JH AO Y OW N T EY R SIL HH AA T SIL D AO R EY SIL SH AA B D AA N EY SIL UW T EY SIL D AA DX AA L OW
"জয়ন্ত উৎসাহ দিয়ে বলল, চমৎকার""",ɟɔj.on.t̪o ut̪.ʃa.ho d̪i.e bol.lo cɔ.mot̪.kar ,JH AO Y OW N T OW SIL UW T SH AA HH OW SIL D IH EY SIL B OW L L OW SIL AO M OW T K AA R
ছোট দলটা রওনা দেয়ার প্রস্তুতি নিল,cʰo.to d̪ɔl.ta rɔo.na d̪e.jar pros.t̪u.t̪i nil ,OW T OW SIL D AO L T AA SIL R AO OW N AA SIL D EY Y AA R SIL P R OW S T UW T IH SIL N IH L
"শ্রাবণীর হাতে বন্দুক, নিয়াজের হাতে পাইপগান, জয়ন্তের হাতে কিরিচ",sra.bo.nir ha.t̪e bon.d̪uk ni.ja.ɟer ha.t̪e pa.ip.gan ɟɔ.jon.t̪er ha.t̪e ki.ric ,S R AA B OW N IH R SIL HH AA T EY SIL B OW N D UW K SIL N IH Y AA JH EY R SIL HH AA T EY SIL P AA IH P AA N SIL JH AO Y OW N T EY R SIL HH AA T EY SIL K IH R IH
সবার হাতেই একটা করে লাঠি এবং মশাল,ʃɔ.bar ha.t̪ei æk.ta ko.re la.tʰi e.bɔŋ mɔ.ʃal ,SH AO B AA R SIL HH AA T EY IH SIL AE K T AA SIL K OW R EY SIL L AA T IH SIL EY B AO NG SIL M AO SH AA L
"সলভেন্টের বড় বোতল সাথে আছে, প্রয়োজন হলে ঢেলে আগুন ধরিয়ে দেয়া যাবে",sɔl.bʰen.ter bɔ.ɾo bo.t̪ol ʃa.t̪ʰe a.cʰe pro.jo.ɟon ho.le dʰe.le a.gun d̪ʰo.ri.je d̪e.a ɟa.be ,S AO L B EY N T EY R SIL B AO DX OW SIL B OW T OW L SIL SH AA T EY SIL AA EY SIL P R OW Y OW JH OW N SIL HH OW L EY SIL D EY L EY SIL AA UW N SIL D OW R IH Y EY SIL D EY AA SIL JH AA B EY
"শ্রাবণী বলল, বাইরে অন্ধকার, মোমবাতি জ্বালিয়ে নিই",sra.bo.ni bol.lo bai.re ɔn.d̪ʰo.kar mom.ba.t̪i ɟa.li.je ni.i ,S R AA B OW N IH SIL B OW L L OW SIL B AA IH R EY SIL AO N D OW K AA R SIL M OW M B AA T IH SIL JH AA L IH Y EY SIL N IH IH
"জব্বার মিয়া বলল, চাঁদনী রাত আছে",ɟɔb.bar mi.a bol.lo cãd̪.ni rat̪ a.cʰe ,JH AO B B AA R SIL M IH AA SIL B OW L L OW SIL AA D N IH SIL R AA T SIL AA EY
মোমবাতি জ্বালালে দূরে কিছু দেখবেন না,mom.ba.t̪i ɟa.la.le d̪u.re ki.cʰu d̪ækʰ.ben na ,M OW M B AA T IH SIL JH AA L AA L EY SIL D UW R EY SIL K IH UW SIL D AE K B EY N SIL N AA
"তাছাড়া বাতাসে নিভে যাবে""",t̪a.cʰa.ɾa ba.t̪a.ʃe ni.bʰe ɟa.be ,T AA AA DX AA SIL B AA T AA SH EY SIL N IH B EY SIL JH AA B EY
"জয়ন্ত বলল, হ্যাঁ, জব্বার মিয়া ঠিকই বলেছে",ɟɔj.on.t̪o bol.lo hã ɟɔb.bar mi.a tʰi.ki bo.le.cʰe ,JH AO Y OW N T OW SIL B OW L L OW SIL HH AA SIL JH AO B B AA R SIL M IH AA SIL T IH K IH SIL B OW L EY EY
বাসা থেকে বের হবার সময়ই মোমবাতি নিভিয়ে নেব,ba.ʃa t̪ʰe.ke ber hɔ.bar ʃɔ.mɔ.ji mom.ba.t̪i ni.bʰi.je ne.bo ,B AA SH AA SIL T EY K EY SIL B EY R SIL HH AO B AA R SIL SH AO M AO Y IH SIL M OW M B AA T IH SIL N IH B IH Y EY SIL N EY B OW
"ভালো জোছনা হলে পরিষ্কার দেখা যায়""",bʰa.lo ɟo.cʰo.na ho.le po.riʃ.kar d̪æ.kʰa ɟaj ,B AA L OW SIL JH OW OW N AA SIL HH OW L EY SIL P OW R IH SH K AA R SIL D AE K AA SIL JH AA Y
দলটি দরজা খুলে ধীরে ধীরে বের হল,d̪ɔl.ti d̪ɔr.ɟa kʰu.le d̪ʰi.re d̪ʰi.re ber hɔl ,D AO L T IH SIL D AO R JH AA SIL K UW L EY SIL D IH R EY SIL D IH R EY SIL B EY R SIL HH AO L
করিডোর ধরে হেঁটে সিঁড়ির সামনে দাঁড়াল,ko.ri.dor d̪ʰɔ.re he.te ʃĩ.ɾir ʃam.ne d̪ã.ɾa.lo ,K OW R IH D OW R SIL D AO R EY SIL HH EY T EY SIL SH IH DX IH R SIL SH AA M N EY SIL D AA DX AA L OW
ভাঙা সিঁড়ি দিয়ে সাবধানে নেমে এল,bʰa.ŋa ʃĩ.ɾi d̪i.e ʃab.d̪ʰa.ne ne.me e.lo ,B AA NG AA SIL SH IH DX IH SIL D IH EY SIL SH AA B D AA N EY SIL N EY M EY SIL EY L OW
বাইরের দরজা খুলে বারান্দায় বের হয়ে আসে,bai.rer d̪ɔr.ɟa kʰu.le ba.ran.d̪aj ber ho.je a.ʃe ,B AA IH R EY R SIL D AO R JH AA SIL K UW L EY SIL B AA R AA N D AA Y SIL B EY R SIL HH OW Y EY SIL AA SH EY
"জব্বার মিয়া ঠিকই বলেছে, আকাশে মস্তবড় চাঁদ",ɟɔb.bar mi.a tʰi.ki bo.le.cʰe a.ka.ʃe mɔs.t̪o.bɔ.ɾo cãd̪ ,JH AO B B AA R SIL M IH AA SIL T IH K IH SIL B OW L EY EY SIL AA K AA SH EY SIL M AO S T OW B AO DX OW SIL AA D
অথচ এখানে চাঁদটি কী ভয়ঙ্কর অহঙ্কারীর মতো পুরো আকাশটি উজ্জ্বল করে রেখেছে,ɔ.t̪ʰo.co e.kʰa.ne cãd̪.ti ki bʰɔj.oŋ.kɔr ɔ.hoŋ.ka.rir mɔ.t̪o pu.ro a.kaʃ.ti uɟ.ɟɔl ko.re re.kʰe.cʰe ,AO T OW OW SIL EY K AA N EY SIL AA D T IH SIL K IH SIL B AO Y OW NG K AO R SIL AO HH OW NG K AA R IH R SIL M AO T OW SIL P UW R OW SIL AA K AA SH T IH SIL UW JH JH AO L SIL K OW R EY SIL R EY K EY EY
জয়ন্ত ফুঁ দিয়ে মোমবাতিটি নিভিয়ে দিতেই হঠাৎ করে জোছনার আলোতে চারিদিকে প্লাবিত হয়ে গেল,ɟɔj.on.t̪o pʰũ d̪i.e mom.ba.t̪i.ti ni.bʰi.je d̪i.t̪e.i hɔ.tʰat̪ ko.re ɟo.cʰo.nar a.lo.t̪e ca.ri.d̪i.ke pla.bi.t̪o ho.je gæ.lo ,JH AO Y OW N T OW SIL P UW SIL D IH EY SIL M OW M B AA T IH T IH SIL N IH B IH Y EY SIL D IH T EY IH SIL HH AO T AA T SIL K OW R EY SIL JH OW OW N AA R SIL AA L OW T EY SIL AA R IH D IH K EY SIL P L AA B IH T OW SIL HH OW Y EY SIL AE L OW
মনে হচ্ছে পুরো এলাকাটি বুঝি জোছনার আলোতে উথালপাথাল করছে,mo.ne hoc.cʰe pu.ro e.la.ka.ti bu.ɟʰi ɟo.cʰo.nar a.lo.t̪e u.t̪ʰal.pa.t̪ʰal kor.cʰe ,M OW N EY SIL HH OW EY SIL P UW R OW SIL EY L AA K AA T IH SIL B UW JH IH SIL JH OW OW N AA R SIL AA L OW T EY SIL UW T AA L P AA T AA L SIL K OW R EY
"শ্রাবণী নিশ্বাস ফেলে বলল, ইশ! কী সুন্দর""",sra.bo.ni niʃ.ʃaʃ pʰe.le bol.lo iʃ ki ʃun.d̪ɔr ,S R AA B OW N IH SIL N IH SH SH AA SH SIL P EY L EY SIL B OW L L OW SIL IH SH SIL K IH SIL SH UW N D AO R
"জয়ন্ত বলল, আসলেই",ɟɔj.on.t̪o bol.lo a.ʃo.lei ,JH AO Y OW N T OW SIL B OW L L OW SIL AA SH OW L EY IH
"যদি একটু পরে মারা যাই তোরা কোনো দাবি রাখিস না""",ɟo.d̪i ek.tu pɔ.re ma.ra ɟai t̪o.ra ko.no d̪a.bi ra.kʰiʃ na ,JH OW D IH SIL EY K T UW SIL P AO R EY SIL M AA R AA SIL JH AA IH SIL T OW R AA SIL K OW N OW SIL D AA B IH SIL R AA K IH SH SIL N AA
"কেউ কোনো কথা বলল না, এই সুন্দর পরিবেশে ভয়ঙ্কর বীভৎস একটা মৃত্যুর কথা কেউ চিন্তা করতে পারছে না",keu ko.no kɔ.t̪ʰa bol.lo na ei ʃun.d̪ɔr po.ri.be.ʃe bʰɔj.oŋ.kɔr bi.bʰɔt̪.ʃo æk.ta mrit̪.t̪ur kɔ.t̪ʰa keu cin.t̪a kor.t̪e par.cʰe na ,K EY UW SIL K OW N OW SIL K AO T AA SIL B OW L L OW SIL N AA SIL EY IH SIL SH UW N D AO R SIL P OW R IH B EY SH EY SIL B AO Y OW NG K AO R SIL B IH B AO T SH OW SIL AE K T AA SIL M R IH T T UW R SIL K AO T AA SIL K EY UW SIL IH N T AA SIL K OW R T EY SIL P AA R EY SIL N AA
"শুধু জব্বার মিয়া নিচু গলায় বলল, আল্লাহর উপর বিশ্বাস রাখেন",ʃu.d̪ʰu ɟɔb.bar mi.a ni.cu gɔ.laj bol.lo al.lar u.pɔr biʃ.ʃaʃ ra.kʰen ,SH UW D UW SIL JH AO B B AA R SIL M IH AA SIL N IH UW SIL AO L AA Y SIL B OW L L OW SIL AA L L AA R SIL UW P AO R SIL B IH SH SH AA SH SIL R AA K EY N
"হায়াত মউত আল্লাহর হাতে""",haj.at̪ mo.ut̪ al.lar ha.t̪e ,HH AA Y AA T SIL M OW UW T SIL AA L L AA R SIL HH AA T EY
"জয়ন্ত বলল, আয় রওনা দেই",ɟɔj.on.t̪o bol.lo aj rɔo.na d̪ei ,JH AO Y OW N T OW SIL B OW L L OW SIL AA Y SIL R AO OW N AA SIL D EY IH
চারজনের ছোট দলটি নিঃশব্দে সিঁড়ি দিয়ে পথে নেমে এল,car.ɟo.ner cʰo.to d̪ɔl.ti niʃ.ʃɔb.d̪e ʃĩ.ɾi d̪i.e pɔ.t̪ʰe ne.me e.lo ,AA R JH OW N EY R SIL OW T OW SIL D AO L T IH SIL N IH SH SH AO B D EY SIL SH IH DX IH SIL D IH EY SIL P AO T EY SIL N EY M EY SIL EY L OW
সুড়কি বিছানো পথে তারা খুব সাবধানে পা ফেলে এগিয়ে যায়,ʃuɾ.ki bi.cʰa.no pɔ.t̪ʰe t̪a.ra kʰub ʃab.d̪ʰa.ne pa pʰe.le e.gi.je ɟaj ,SH UW DX K IH SIL B IH AA N OW SIL P AO T EY SIL T AA R AA SIL K UW B SIL SH AA B D AA N EY SIL P AA SIL P EY L EY SIL EY IH Y EY SIL JH AA Y
"সামনে বড় বড় গাছ ঝোপঝাড় তার নিচে হাজার হাজার বেজি নিঃশব্দে বসে আছে, তারা জানে বেজিগুলো তীক্ষ্ণচোখে তাদের দিকে তাকিয়ে আছে",ʃam.ne bɔ.ɾo bɔ.ɾo gacʰ ɟʰop.ɟʰaɾ t̪ar ni.ce ha.ɟar ha.ɟar be.ɟi niʃ.ʃɔb.d̪e bɔ.ʃe a.cʰe t̪a.ra ɟa.ne be.ɟi.gu.lo t̪ikʰ.no.co.kʰe t̪a.d̪er d̪i.ke t̪a.ki.je a.cʰe ,SH AA M N EY SIL B AO DX OW SIL B AO DX OW SIL AA SIL JH OW P JH AA DX SIL T AA R SIL N IH EY SIL HH AA JH AA R SIL HH AA JH AA R SIL B EY JH IH SIL N IH SH SH AO B D EY SIL B AO SH EY SIL AA EY SIL T AA R AA SIL JH AA N EY SIL B EY JH IH UW L OW SIL T IH K N OW OW K EY SIL T AA D EY R SIL D IH K EY SIL T AA K IH Y EY SIL AA EY
"শ্রাবণের হৃৎপিণ্ড বুকের মাঝে ধকধক করে শব্দ করছে, প্রতিমুহূর্তে মনে হতে থাকে বেজিগুলো বুঝি তাদের ওপর এসে ঝাঁপিয়ে পড়বে",sra.bo.ner rhit̪.pin.d̪o bu.ker ma.ɟʰe d̪ʰɔk.d̪ʰɔk ko.re ʃɔb.d̪o kor.cʰe pro.t̪i.mu.hurt̪.t̪e mo.ne ho.t̪e t̪ʰa.ke be.ɟi.gu.lo bu.ɟʰi t̪a.d̪er o.pɔr e.ʃe ɟʰã.pi.je poɾ.be ,S R AA B OW N EY R SIL R HH IH T P IH N D OW SIL B UW K EY R SIL M AA JH EY SIL D AO K D AO K SIL K OW R EY SIL SH AO B D OW SIL K OW R EY SIL P R OW T IH M UW HH UW R T T EY SIL M OW N EY SIL HH OW T EY SIL T AA K EY SIL B EY JH IH UW L OW SIL B UW JH IH SIL T AA D EY R SIL OW P AO R SIL EY SH EY SIL JH AA P IH Y EY SIL P OW DX B EY
"সবার আগে শ্রাবণী, তার পেছনে জব্বার মিয়া, জব্বার মিয়াকে দুইপাশ থেকে নিয়াজ আর জয়ন্ত ধরে রেখেছে",ʃɔ.bar a.ge sra.bo.ni t̪ar pe.cʰo.ne ɟɔb.bar mi.a ɟɔb.bar mi.ja.ke d̪ui.paʃ t̪ʰe.ke ni.jaɟ ar ɟɔj.on.t̪o d̪ʰɔ.re re.kʰe.cʰe ,SH AO B AA R SIL AA EY SIL S R AA B OW N IH SIL T AA R SIL P EY OW N EY SIL JH AO B B AA R SIL M IH AA SIL JH AO B B AA R SIL M IH Y AA K EY SIL D UW IH P AA SH SIL T EY K EY SIL N IH Y AA JH SIL AA R SIL JH AO Y OW N T OW SIL D AO R EY SIL R EY K EY EY
কাঁপা-কাঁপা পা ফেলে শ্রাবণী আরো একটু এগিয়ে এল,kã.pa kã.pa pa pʰe.le sra.bo.ni a.ro ek.tu e.gi.je e.lo ,K AA P AA SIL K AA P AA SIL P AA SIL P EY L EY SIL S R AA B OW N IH SIL AA R OW SIL EY K T UW SIL EY IH Y EY SIL EY L OW
"এখন বেজিগুলোর খুব কাছাকাছি চলে এসেছে - এত কাছে যে প্রতিবার পা ফেলার আগে তাকে লক্ষ্য করতে হচ্ছে সে কোথায় পা ফেলছে, কোনো বেজির উপর পা ফেলে দিচ্ছে কি না",æ.kʰon be.ɟi.gu.lor kʰub ka.cʰa.ka.cʰi cɔ.le e.ʃe.cʰe æ.t̪o ka.cʰe ɟe pro.t̪i.bar pa pʰe.lar a.ge t̪a.ke lok.kʰo kor.t̪e hoc.cʰe ʃe ko.t̪ʰaj pa pʰel.cʰe ko.no be.ɟir u.pɔr pa pʰe.le d̪ic.cʰe ki na ,AE K OW N SIL B EY JH IH UW L OW R SIL K UW B SIL K AA AA K AA IH SIL AO L EY SIL EY SH EY EY SIL AE T OW SIL K AA EY SIL JH EY SIL P R OW T IH B AA R SIL P AA SIL P EY L AA R SIL AA EY SIL T AA K EY SIL L OW K K OW SIL K OW R T EY SIL HH OW EY SIL SH EY SIL K OW T AA Y SIL P AA SIL P EY L EY SIL K OW N OW SIL B EY JH IH R SIL UW P AO R SIL P AA SIL P EY L EY SIL D IH EY SIL K IH SIL N AA
"জোছনার আলোতে চারদিক থই থই করছে, তার মাঝে বড় বড় গাছের ছায়া",ɟo.cʰo.nar a.lo.t̪e car.d̪ik t̪ʰoi t̪ʰoi kor.cʰe t̪ar ma.ɟʰe bɔ.ɾo bɔ.ɾo ga.cʰer cʰaj.a ,JH OW OW N AA R SIL AA L OW T EY SIL AA R D IH K SIL T OW IH SIL T OW IH SIL K OW R EY SIL T AA R SIL M AA JH EY SIL B AO DX OW SIL B AO DX OW SIL AA EY R SIL AA Y AA
জোছনার নরম আলোতে সবকিছু দেখা যায় কিন্তু কিছু স্পষ্ট বোঝা যায় না,ɟo.cʰo.nar nɔ.rom a.lo.t̪e ʃɔb.ki.cʰu d̪æ.kʰa ɟaj kin.t̪u ki.cʰu spɔʃ.to bo.ɟʰa ɟaj na ,JH OW OW N AA R SIL N AO R OW M SIL AA L OW T EY SIL SH AO B K IH UW SIL D AE K AA SIL JH AA Y SIL K IH N T UW SIL K IH UW SIL S P AO SH T OW SIL B OW JH AA SIL JH AA Y SIL N AA
"গাছের নিচে ঝোপের আড়ালে বেজিগুলো বসে আছে অনুভব করা যায়, কিন্তু ঠিক ভালো করে দেখা যায় না",ga.cʰer ni.ce ɟʰo.per a.ɾa.le be.ɟi.gu.lo bɔ.ʃe a.cʰe o.nu.bʰɔb kɔ.ra ɟaj kin.t̪u tʰik bʰa.lo ko.re d̪æ.kʰa ɟaj na ,AA EY R SIL N IH EY SIL JH OW P EY R SIL AA DX AA L EY SIL B EY JH IH UW L OW SIL B AO SH EY SIL AA EY SIL OW N UW B AO B SIL K AO R AA SIL JH AA Y SIL K IH N T UW SIL T IH K SIL B AA L OW SIL K OW R EY SIL D AE K AA SIL JH AA Y SIL N AA
নিশ্বাস বন্ধ করে শ্রাবণী আরো কয়েক পা এগিয়ে গেল,niʃ.ʃaʃ bɔn.d̪ʰo ko.re sra.bo.ni a.ro kɔ.ek pa e.gi.je gæ.lo ,N IH SH SH AA SH SIL B AO N D OW SIL K OW R EY SIL S R AA B OW N IH SIL AA R OW SIL K AO EY K SIL P AA SIL EY IH Y EY SIL AE L OW
তার মনে হলো হঠাৎ করে সামনে একটা বড় গাছের নিচে কিছু-একটা উত্তেজনা সৃষ্টি হয়েছে,t̪ar mo.ne ho.lo hɔ.tʰat̪ ko.re ʃam.ne æk.ta bɔ.ɾo ga.cʰer ni.ce ki.cʰu æk.ta ut̪.t̪e.ɟɔ.na sriʃ.ti he.je.cʰe ,T AA R SIL M OW N EY SIL HH OW L OW SIL HH AO T AA T SIL K OW R EY SIL SH AA M N EY SIL AE K T AA SIL B AO DX OW SIL AA EY R SIL N IH EY SIL K IH UW SIL AE K T AA SIL UW T T EY JH AO N AA SIL S R IH SH T IH SIL HH EY Y EY EY
হিংস্র শব্দ করে কিছু বেজি নড়তে শুরু করেছে,hiŋs.sro ʃɔb.d̪o ko.re ki.cʰu be.ɟi noɾ.t̪e ʃu.ru ko.re.cʰe ,HH IH NG S S R OW SIL SH AO B D OW SIL K OW R EY SIL K IH UW SIL B EY JH IH SIL N OW DX T EY SIL SH UW R UW SIL K OW R EY EY
"আতঙ্কে শ্রাবণীর হৃৎপিণ্ড থেমে আসতে চায় - সে কাঁপা গলায় বলল, সুসু-সুসু ... ”",a.t̪oŋ.ke sra.bo.nir rhit̪.pin.d̪o t̪ʰe.me aʃ.t̪e caj ʃe kã.pa gɔ.laj bol.lo ʃu.ʃu ʃu.ʃu ,AA T OW NG K EY SIL S R AA B OW N IH R SIL R HH IH T P IH N D OW SIL T EY M EY SIL AA SH T EY SIL AA Y SIL SH EY SIL K AA P AA SIL AO L AA Y SIL B OW L L OW SIL SH UW SH UW SIL SH UW SH UW
